"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"1400000US13089021213","Census Tract 212.13, DeKalb County, Georgia","1227","48","153977","10303","98.9","1.7","154273","10058","1.1","1.7","-","-222222222","0.0","3.2","-","-222222222","0.0","3.2","-","-222222222","0.0","3.2","-","-222222222","0.0","3.2","-","-222222222","0.0","3.2","-","-222222222","1.1","1.8","-","**","97.8","2.4","153955","11749","0.0","3.2","-","-222222222","28.9","4.4","216528","26673","48.4","5.7","154130","14537","22.7","4.1","76250","23024","1033","67","164625","15403","48.3","5.7","225875","31020","51.7","5.7","142212","21356","96.0","3.8","165938","23925","0.0","3.8","-","**","4.0","3.8","24471","140935","194","60","92885","41854","82.0","14.5","75250","41746","76.3","19.0","92692","47117","5.7","10.5","-","-222222222","18.0","14.5","109125","248989","12.9","12.5","107875","149817","5.2","8.2","250,000+","-333333333","26.8","-888888888.0","(X)","-888888888","22.7","-888888888.0","(X)","(X)","48.5","-888888888.0","(X)","(X)",
"1400000US13089021214","Census Tract 212.14, DeKalb County, Georgia","2150","107","123375","25876","90.7","4.5","118412","22228","1.7","1.9","250,000+","-333333333","0.0","1.8","-","-222222222","5.4","2.7","250,000+","-333333333","0.0","1.8","-","-222222222","2.1","3.2","-","-222222222","0.0","1.8","-","-222222222","5.8","4.0","26964","68826","87.9","5.0","119493","26262","0.0","1.8","-","-222222222","30.2","2.8","174917","36768","41.9","4.0","123938","39722","27.9","3.7","61875","20099","1968","122","135592","19905","47.8","5.4","148722","20639","52.2","5.4","103287","24050","95.3","3.9","138304","11431","4.7","3.9","11885","43128","0.0","2.0","-","**","182","77","29412","14372","74.2","20.6","26250","7076","64.3","21.6","25179","8697","9.9","15.4","-","-222222222","25.8","20.6","73403","62736","25.8","20.6","73403","62736","0.0","19.6","-","-222222222","22.9","-888888888.0","(X)","-888888888","20.7","-888888888.0","(X)","(X)","46.7","-888888888.0","(X)","(X)",
"1400000US13089021215","Census Tract 212.15, DeKalb County, Georgia","2434","175","76875","14126","57.8","7.4","81406","9203","14.1","5.8","52115","43904","0.0","1.6","-","-222222222","24.4","7.3","66769","22471","0.0","1.6","-","-222222222","2.4","3.0","45824","19641","1.2","1.5","77344","105871","3.9","2.9","33750","25560","56.7","7.2","82531","8296","9.5","4.9","32143","13306","63.5","8.3","77860","15195","20.4","5.9","131750","62698","6.6","2.8","34286","37128","1145","179","86282","16421","48.7","11.3","67000","33594","51.3","11.3","93818","30282","83.7","8.2","93243","24700","11.2","6.3","62794","35564","5.2","6.0","24344","66798","1289","226","61205","15145","41.3","10.2","51591","21542","32.9","10.9","39483","12120","8.4","5.9","91786","15960","58.7","10.2","78107","18007","53.8","10.6","78657","17571","4.9","3.4","68365","65372","23.3","-888888888.0","(X)","-888888888","18.6","-888888888.0","(X)","(X)","27.5","-888888888.0","(X)","(X)",
"1400000US13089021216","Census Tract 212.16, DeKalb County, Georgia","3625","182","57820","6305","73.6","4.9","60000","8966","10.5","3.8","48421","11314","0.6","0.9","2,500-","-333333333","12.9","4.2","63375","44819","0.4","0.6","-","-222222222","0.3","0.5","-","-222222222","1.7","1.3","68672","71811","2.2","1.6","115313","122425","72.3","5.0","59273","11739","8.9","3.4","29206","9047","57.4","5.1","78506","14806","19.8","4.1","78229","25933","13.8","2.5","24656","17706","1477","191","112905","10554","48.4","7.5","119479","27663","51.6","7.5","108598","35349","70.3","7.2","134722","42440","22.3","7.4","58068","25621","7.4","5.2","33784","32715","2148","238","47125","6859","61.2","8.1","42248","3295","53.5","8.3","40777","6436","7.6","3.2","120700","48153","38.8","8.1","50417","5828","32.9","7.9","49453","3170","5.9","4.2","56858","39722","20.2","-888888888.0","(X)","-888888888","24.8","-888888888.0","(X)","(X)","17.1","-888888888.0","(X)","(X)",
"1400000US13089021217","Census Tract 212.17, DeKalb County, Georgia","1010","74","83438","24227","87.2","7.6","91908","27970","5.4","4.3","75368","48997","0.0","3.9","-","-222222222","6.2","5.6","7250","47615","0.0","3.9","-","-222222222","1.1","1.8","-","-222222222","0.0","3.9","-","-222222222","6.9","4.8","90921","22408","81.4","8.1","94412","46681","7.5","5.5","2,500-","-333333333","25.3","7.9","108889","42339","46.3","8.1","122750","37352","20.8","8.2","55278","38813","673","92","119476","23440","57.7","9.9","118629","27038","42.3","9.9","123375","50163","77.3","10.1","128250","12204","15.6","9.6","48558","96253","7.1","7.8","6714","309883","337","96","36780","17712","66.8","19.8","36641","18337","63.5","19.9","40000","19777","3.3","5.7","-","-222222222","33.2","19.8","36912","94378","20.2","15.4","23393","63916","13.1","12.0","130781","139316","18.7","-888888888.0","(X)","-888888888","15.9","-888888888.0","(X)","(X)","24.3","-888888888.0","(X)","(X)",
"1400000US13089021218","Census Tract 212.18, DeKalb County, Georgia","2580","245","60509","6410","64.7","6.7","61633","4230","20.5","7.0","53286","21782","1.0","1.6","-","-222222222","12.7","3.9","48500","18830","0.0","1.5","-","-222222222","1.1","1.4","72132","78729","0.0","1.5","-","-222222222","5.1","3.5","36389","19675","60.7","7.3","62783","8465","7.1","4.9","30833","22911","56.7","6.8","61981","2138","24.3","5.8","66912","15502","11.8","3.1","37125","10083","910","215","64943","9576","54.7","8.8","63864","2739","45.3","8.8","72381","30083","77.8","11.9","65072","4373","20.9","11.7","85625","69266","1.3","2.3","-","**","1670","249","45972","9044","62.9","9.9","42250","7894","56.0","10.9","39091","7864","6.8","4.2","64196","31916","37.1","9.9","63250","31608","32.5","9.5","46944","32676","4.7","4.3","82167","86636","21.9","-888888888.0","(X)","-888888888","21.0","-888888888.0","(X)","(X)","22.4","-888888888.0","(X)","(X)",
"1400000US13089021301","Census Tract 213.01, DeKalb County, Georgia","1308","142","39653","15450","43.3","8.2","48730","6333","37.3","7.7","55192","16921","0.0","3.0","-","-222222222","7.7","4.7","26607","13444","0.0","3.0","-","-222222222","7.6","5.6","27029","2117","4.1","3.5","11932","21310","18.4","6.9","27117","1918","32.5","8.0","49778","6380","9.8","5.4","32500","12799","49.2","8.4","48333","13813","33.0","8.5","46000","24857","8.0","2.7","30714","8797","589","133","42083","15473","41.1","13.4","28462","21266","58.9","13.4","49063","7227","56.9","15.4","48918","13357","27.5","10.9","35089","15037","15.6","12.4","23333","45485","719","133","37554","19938","39.9","11.9","27614","19867","38.4","11.7","26364","18474","1.5","2.6","-","-222222222","60.1","11.9","51100","36657","26.7","11.7","42500","36823","33.4","13.8","51100","37313","34.7","-888888888.0","(X)","-888888888","35.5","-888888888.0","(X)","(X)","34.1","-888888888.0","(X)","(X)",
"1400000US13089021303","Census Tract 213.03, DeKalb County, Georgia","1728","144","32331","8302","42.8","8.7","31988","8237","15.7","6.2","34886","28585","1.2","1.3","11923","16289","23.4","7.4","27344","23167","1.0","1.1","-","-222222222","14.1","5.7","37775","28125","1.8","1.6","36615","7982","40.0","9.4","22390","9730","21.5","7.2","39088","8846","3.2","4.4","-","-222222222","47.6","5.9","37575","8591","34.1","7.4","37609","14716","15.0","3.8","25300","20784","1302","151","32500","8712","49.5","9.2","26188","12951","50.5","9.2","35167","9185","56.1","9.0","39679","10316","26.5","8.2","25391","23395","17.4","8.6","25882","15337","426","127","31188","15973","33.8","15.2","30179","23275","29.3","14.6","25568","20995","4.5","5.5","250,000+","-333333333","66.2","15.2","31731","20397","56.1","16.0","16625","32823","10.1","8.0","60547","35370","36.9","-888888888.0","(X)","-888888888","41.1","-888888888.0","(X)","(X)","24.2","-888888888.0","(X)","(X)",
"1400000US13089021305","Census Tract 213.05, DeKalb County, Georgia","1525","150","40612","14499","50.3","10.5","62390","25007","28.5","8.1","41042","30316","0.0","2.6","-","-222222222","5.6","4.5","100777","112921","0.0","2.6","-","-222222222","15.7","7.5","19604","6645","0.0","2.6","-","-222222222","29.9","8.0","20429","11004","36.1","8.8","84559","38508","4.6","3.9","30400","2405","58.9","8.0","41458","30248","26.7","7.8","41536","36454","9.8","5.1","47250","116808","1185","171","46625","31184","56.8","10.4","33640","30152","43.2","10.4","67321","36785","68.9","7.9","68750","22486","19.8","9.5","16875","23021","11.2","8.4","60917","50221","340","150","22286","18252","70.0","22.5","29333","29631","51.8","21.9","18269","15425","18.2","16.0","68833","12599","30.0","22.5","20714","11541","19.7","19.6","19543","29458","10.3","15.9","-","-222222222","25.6","-888888888.0","(X)","-888888888","25.7","-888888888.0","(X)","(X)","25.3","-888888888.0","(X)","(X)",
"1400000US13089021306","Census Tract 213.06, DeKalb County, Georgia","2205","201","39150","4852","52.9","7.6","42031","5371","29.5","6.4","36515","7789","0.0","1.8","-","-222222222","7.0","3.8","40845","19357","0.0","1.8","-","-222222222","9.8","4.2","33412","31583","0.9","1.0","72841","79433","31.7","7.2","32400","17053","32.5","7.2","47700","8386","12.1","5.4","16757","3360","62.2","7.1","41298","5011","18.0","5.3","46695","9032","7.8","1.7","30357","12324","1065","189","34734","7326","52.8","10.1","33295","5258","47.2","10.1","39850","8396","53.6","11.1","43324","9239","20.3","10.2","31250","22877","26.1","11.9","19896","22059","1140","218","40291","6729","36.1","11.7","37596","6901","34.8","11.6","37242","6791","1.2","1.9","-","-222222222","63.9","11.7","41178","13147","53.2","10.5","33125","13948","10.8","6.7","73639","26300","25.8","-888888888.0","(X)","-888888888","34.9","-888888888.0","(X)","(X)","17.3","-888888888.0","(X)","(X)",
"1400000US13089021307","Census Tract 213.07, DeKalb County, Georgia","1050","129","46316","7336","50.8","9.4","60731","7458","11.4","5.5","51724","22472","1.5","2.8","-","-222222222","19.9","4.9","27981","15691","0.0","3.7","-","-222222222","14.7","7.7","35000","24078","1.7","3.0","-","-222222222","18.3","8.0","38646","10032","44.3","8.9","62120","13352","12.7","8.3","31042","33595","37.1","10.4","51951","17239","36.5","10.7","52375","19102","13.7","6.5","21563","11688","699","129","46875","10670","55.9","13.5","47067","11817","44.1","13.5","44815","29998","54.5","13.1","61208","19829","24.3","12.9","42083","13411","21.2","10.2","28986","27000","351","111","41509","13956","64.7","17.7","39375","30333","45.6","17.3","40658","25742","19.1","14.7","18125","54007","35.3","17.7","48125","11264","29.3","16.0","48781","10024","6.0","8.8","-","-222222222","31.2","-888888888.0","(X)","-888888888","38.3","-888888888.0","(X)","(X)","17.1","-888888888.0","(X)","(X)",
"1400000US13089021308","Census Tract 213.08, DeKalb County, Georgia","1349","152","52384","10670","61.8","9.7","45833","10540","11.2","6.0","9827","103618","0.0","2.9","-","-222222222","12.5","4.3","51458","24834","0.0","2.9","-","-222222222","14.5","8.2","95300","41568","0.0","2.9","-","-222222222","45.2","7.0","45815","18187","31.3","6.8","72679","22735","5.3","4.1","31774","40325","47.7","9.1","47011","14899","39.8","10.2","57386","26779","7.1","3.8","59559","53417","715","143","52106","12023","44.1","14.0","55046","20408","55.9","14.0","47098","25824","70.9","14.7","56528","10788","7.3","5.9","85000","336294","21.8","12.4","24816","47513","634","176","31667","28527","34.7","15.1","63065","57898","18.8","10.9","10125","93984","15.9","10.9","64464","34695","65.3","15.1","17216","40626","40.2","16.5","9295","9684","25.1","15.0","96525","37548","35.3","-888888888.0","(X)","-888888888","42.0","-888888888.0","(X)","(X)","27.8","-888888888.0","(X)","(X)",
"1400000US13089021405","Census Tract 214.05, DeKalb County, Georgia","1624","123","76731","19637","85.6","6.3","92250","25077","6.9","5.9","27258","129495","0.0","2.4","-","-222222222","4.8","3.3","37232","49979","0.0","2.4","-","-222222222","1.0","1.8","-","-222222222","1.7","1.6","47250","42097","3.3","2.5","26667","26619","83.3","6.4","94659","25562","3.8","4.1","102721","101899","57.1","5.5","84125","42476","28.6","5.1","70978","30209","10.5","5.1","21932","19633","800","120","122083","30214","46.4","8.6","136250","76518","53.6","8.6","120347","30517","85.6","9.5","149018","29943","10.8","9.3","20577","35233","3.6","3.7","38750","25776","824","147","61818","18424","40.3","11.6","71630","14063","38.0","11.7","70598","18086","2.3","2.7","166696","1591","59.7","11.6","56667","27642","44.8","12.2","43380","25363","14.9","8.6","103713","15218","23.6","-888888888.0","(X)","-888888888","21.5","-888888888.0","(X)","(X)","25.7","-888888888.0","(X)","(X)",
"1400000US13089021409","Census Tract 214.09, DeKalb County, Georgia","899","157","44960","14496","51.6","11.2","61324","20073","21.8","10.3","22578","19971","0.0","4.3","-","-222222222","10.5","6.3","49583","75211","0.0","4.3","-","-222222222","16.1","8.6","48750","23384","0.0","4.3","-","-222222222","36.9","11.3","53190","30452","30.8","10.6","62750","15606","9.5","6.8","12457","65784","74.2","9.0","40331","16806","16.4","7.1","67750","47199","0.0","4.3","-","-222222222","383","114","49075","23163","61.6","17.4","48571","15397","38.4","17.4","67750","71671","74.7","19.2","42313","24263","0.0","9.9","-","**","25.3","19.2","69023","24879","516","141","37400","27630","23.1","15.3","43427","22963","17.8","12.7","29828","51152","5.2","7.2","44107","34402","76.9","15.3","36250","38279","29.8","19.1","22891","20457","47.1","19.1","59208","24811","36.3","-888888888.0","(X)","-888888888","43.3","-888888888.0","(X)","(X)","31.0","-888888888.0","(X)","(X)",
"1400000US13089021410","Census Tract 214.10, DeKalb County, Georgia","1560","158","42976","5196","66.0","13.2","47188","13731","14.8","9.0","41678","14504","0.0","2.5","-","-222222222","2.2","2.2","34861","56083","0.0","2.5","-","-222222222","17.0","7.7","42736","27719","0.0","2.5","-","-222222222","44.0","8.0","26944","16598","40.1","7.2","77564","39869","4.4","3.7","62778","107377","65.3","6.1","42132","5175","21.7","7.7","51458","18514","8.7","3.6","39688","37582","538","155","36607","9243","54.3","17.0","27262","9497","45.7","17.0","80357","39216","75.5","12.5","37262","28037","10.4","7.6","47250","87172","14.1","11.8","27222","14197","1022","188","41492","8102","34.9","13.1","24125","37054","29.4","11.1","21736","15444","5.6","7.5","103689","28538","65.1","13.1","42064","20040","43.5","13.0","33250","22210","21.5","9.4","74167","19381","23.5","-888888888.0","(X)","-888888888","33.5","-888888888.0","(X)","(X)","15.9","-888888888.0","(X)","(X)",
"1400000US13089021411","Census Tract 214.11, DeKalb County, Georgia","1492","137","67143","18177","84.1","6.6","70083","19742","3.8","3.1","9250","65666","0.0","2.6","-","-222222222","7.8","6.0","130299","91914","0.0","2.6","-","-222222222","2.9","3.2","27337","108724","1.4","2.3","-","-222222222","2.5","2.0","85125","85512","82.9","6.4","71583","19632","6.0","4.3","44485","98246","61.5","8.3","61938","31308","26.4","7.1","80833","14821","6.2","3.8","47750","21922","522","134","117300","35501","25.9","15.3","130679","97817","74.1","15.3","116050","41406","59.2","16.4","122604","38895","21.1","11.8","78077","37893","19.7","17.0","132147","25627","970","174","58438","8846","50.9","10.3","60625","9917","45.2","10.6","58988","7713","5.8","5.6","153879","46409","49.1","10.3","44861","25997","35.6","9.0","44080","15530","13.5","6.9","69135","119402","17.9","-888888888.0","(X)","-888888888","23.0","-888888888.0","(X)","(X)","15.2","-888888888.0","(X)","(X)",
"1400000US13089021412","Census Tract 214.12, DeKalb County, Georgia","1520","168","63821","17602","82.3","9.4","78958","32677","5.8","5.8","92800","57795","0.0","2.6","-","-222222222","3.1","4.5","2,500-","-333333333","0.0","2.6","-","-222222222","7.3","7.8","54775","16079","1.5","2.5","2,500-","-333333333","8.8","7.3","53299","13558","77.6","10.2","86319","25632","4.7","4.2","51182","9790","52.6","8.4","105694","48697","32.2","8.4","62132","15885","10.6","3.1","20774","28201","933","191","93750","32133","25.4","8.9","125461","38216","74.6","8.9","87000","49978","88.2","9.8","108713","33081","6.4","5.5","54300","26932","5.4","8.0","-","**","587","147","41507","28984","58.3","14.3","21929","41993","47.9","14.1","20679","22189","10.4","8.2","49803","80699","41.7","14.3","61544","44723","26.7","12.8","27847","38272","15.0","13.0","86477","41298","20.3","-888888888.0","(X)","-888888888","17.0","-888888888.0","(X)","(X)","25.6","-888888888.0","(X)","(X)",
"1400000US13089021413","Census Tract 214.13, DeKalb County, Georgia","1408","104","38409","15074","39.6","9.3","42708","15903","23.2","7.0","40302","19754","0.0","2.8","-","-222222222","1.1","1.8","-","-222222222","0.0","2.8","-","-222222222","36.0","9.1","26313","12205","0.0","2.8","-","-222222222","55.1","8.1","27375","8027","20.5","5.6","75880","41012","3.1","3.2","63850","28768","67.5","5.7","30308","12342","24.9","7.0","46125","17366","4.5","4.8","23400","748","829","162","27465","13212","62.5","11.1","22482","5695","37.5","11.1","46021","8039","53.1","13.4","35200","19628","38.7","13.9","23775","25300","8.2","8.0","30985","9725","579","129","39125","14239","15.5","11.2","11438","48048","12.1","10.4","10813","1567","3.5","4.2","125000","98777","84.5","11.2","40262","10975","48.2","15.5","30625","27851","36.3","14.4","60153","32216","34.9","-888888888.0","(X)","-888888888","42.2","-888888888.0","(X)","(X)","14.7","-888888888.0","(X)","(X)",
